as_of,batch_file,ticker,raw_news_score,confidence,effective_news_score,audit_passed,accepted_source_count,rejected_source_count,audit_reasons,summary,catalyst,risk
2024-01-02,data/cache/gemini_2_5_flash_api_efficient/2024-01-02/batch_00.json,CVNA,0.0,0.0,0.0,False,0,0,model_reported_insufficient_information|no_source_with_valid_point_in_time_date,No qualifying news found within the specified search window (2023-10-04 to 2024-01-02).,None.,None.
2024-01-02,data/cache/gemini_2_5_flash_api_efficient/2024-01-02/batch_00.json,COIN,0.0,0.0,0.0,False,0,0,model_reported_insufficient_information|no_source_with_valid_point_in_time_date,No qualifying news found within the specified search window (2023-10-04 to 2024-01-02).,None.,None.
2024-01-02,data/cache/gemini_2_5_flash_api_efficient/2024-01-02/batch_00.json,APP,0.0,0.0,0.0,False,0,0,model_reported_insufficient_information|no_source_with_valid_point_in_time_date,No qualifying news found within the specified search window (2023-10-04 to 2024-01-02).,None.,None.
2024-01-02,data/cache/gemini_2_5_flash_api_efficient/2024-01-02/batch_00.json,VRT,0.0,0.0,0.0,False,0,0,model_reported_insufficient_information|no_source_with_valid_point_in_time_date,No qualifying news found within the specified search window (2023-10-04 to 2024-01-02).,None.,None.
2024-01-02,data/cache/gemini_2_5_flash_api_efficient/2024-01-02/batch_00.json,SMCI,0.0,0.0,0.0,False,0,0,model_reported_insufficient_information|no_source_with_valid_point_in_time_date,No qualifying news found within the specified search window (2023-10-04 to 2024-01-02).,None.,None.
2024-01-02,data/cache/gemini_2_5_flash_api_efficient/2024-01-02/batch_00.json,NVDA,0.0,0.0,0.0,False,0,0,model_reported_insufficient_information|no_source_with_valid_point_in_time_date,No qualifying news found within the specified search window (2023-10-04 to 2024-01-02).,None.,None.
2024-01-02,data/cache/gemini_2_5_flash_api_efficient/2024-01-02/batch_00.json,PLTR,0.0,0.0,0.0,False,0,0,model_reported_insufficient_information|no_source_with_valid_point_in_time_date,No qualifying news found within the specified search window (2023-10-04 to 2024-01-02).,None.,None.
2024-01-02,data/cache/gemini_2_5_flash_api_efficient/2024-01-02/batch_00.json,META,0.0,0.0,0.0,False,0,0,model_reported_insufficient_information|no_source_with_valid_point_in_time_date,No qualifying news found within the specified search window (2023-10-04 to 2024-01-02).,None.,None.
2024-01-02,data/cache/gemini_2_5_flash_api_efficient/2024-01-02/batch_00.json,UBER,0.0,0.0,0.0,False,0,0,model_reported_insufficient_information|no_source_with_valid_point_in_time_date,No qualifying news found within the specified search window (2023-10-04 to 2024-01-02).,None.,None.
2024-01-02,data/cache/gemini_2_5_flash_api_efficient/2024-01-02/batch_00.json,CRWD,0.0,0.0,0.0,False,0,0,model_reported_insufficient_information|no_source_with_valid_point_in_time_date,No qualifying news found within the specified search window (2023-10-04 to 2024-01-02).,None.,None.
2024-02-29,data/cache/gemini_2_5_flash_api_efficient/2024-02-29/batch_00.json,SMCI,1.0,0.9,0.9,True,2,0,,"Supermicro reported record second-quarter fiscal year 2024 financial results, with net sales of $3.66 billion, and significantly raised its fiscal year 2024 revenue outlook to $14.3 billion to $14.7 billion due to strong demand for its AI computing platforms.","Record revenue and a substantial increase in full-year revenue guidance, driven by robust demand for AI infrastructure and rack-scale total IT solutions.","Potential for quarterly operating result fluctuations, increased customer concentration, and the challenge of consistently meeting elevated financial guidance."
2024-02-29,data/cache/gemini_2_5_flash_api_efficient/2024-02-29/batch_00.json,CVNA,0.0,0.0,0.0,False,0,0,missing_ticker|model_reported_insufficient_information|no_source_with_valid_point_in_time_date,,,
2024-02-29,data/cache/gemini_2_5_flash_api_efficient/2024-02-29/batch_00.json,VRT,0.0,0.0,0.0,False,0,0,missing_ticker|model_reported_insufficient_information|no_source_with_valid_point_in_time_date,,,
2024-02-29,data/cache/gemini_2_5_flash_api_efficient/2024-02-29/batch_00.json,APP,0.0,0.0,0.0,False,0,0,missing_ticker|model_reported_insufficient_information|no_source_with_valid_point_in_time_date,,,
2024-02-29,data/cache/gemini_2_5_flash_api_efficient/2024-02-29/batch_00.json,NVDA,0.0,0.0,0.0,False,0,0,missing_ticker|model_reported_insufficient_information|no_source_with_valid_point_in_time_date,,,
2024-02-29,data/cache/gemini_2_5_flash_api_efficient/2024-02-29/batch_00.json,CRWD,0.0,0.0,0.0,False,0,0,missing_ticker|model_reported_insufficient_information|no_source_with_valid_point_in_time_date,,,
2024-02-29,data/cache/gemini_2_5_flash_api_efficient/2024-02-29/batch_00.json,META,0.0,0.0,0.0,False,0,0,missing_ticker|model_reported_insufficient_information|no_source_with_valid_point_in_time_date,,,
2024-02-29,data/cache/gemini_2_5_flash_api_efficient/2024-02-29/batch_00.json,AMD,0.0,0.0,0.0,False,0,0,missing_ticker|model_reported_insufficient_information|no_source_with_valid_point_in_time_date,,,
2024-02-29,data/cache/gemini_2_5_flash_api_efficient/2024-02-29/batch_00.json,DELL,0.0,0.0,0.0,False,0,0,missing_ticker|model_reported_insufficient_information|no_source_with_valid_point_in_time_date,,,
